group,group_name,section_id,part,section_name,unit_id,unit_line,unit_kind,display,change_id,rid,lineup_order,round,kind,status,new_in_latest,latest_status,applied_in,scope,target_text,target_line,old,new,old_sentence,new_sentence,source_file,source_ref,idea,form_only
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L159.s6,159,sentence,full,CH-1242,E-22,882,S94,recommendation,not applied,no,anchored,none,sentence,"file 13 draft 5, theory text (md5 7f1d8ad02adf96e27622593bd263252e)",159,,"Where the target is not a physical system, as a proof's is not (Part VII), its admitted changes are edits on its organization, such as removing an axiom (Part 0), and an edit is physically admitted when a carrier can bear the organization so edited (Part I).",,"Where the target is not a physical system, as a proof's is not (Part VII), its admitted changes are edits on its organization, such as removing an axiom (Part 0), and an edit is physically admitted when a carrier can bear the organization so edited (Part I).",tests/working files/S94 owner statement on choosing/reader B-scope.md,"S94 working file, reader B, finding B2, ""Proposed change (clarification on reading (a), for a checker)"": after L159's first sentence; recorded in the statement file's section 9 (E-15)",question,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L159.s6,159,sentence,term line,CH-1043,D-501,1208,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,"logical compatibility (""does not certify"")","leaves open (l. 159, 509)",,,"tests/S95 Scrub - vocabulary, as used.md","table row at file line 20 (section: Status, arguments and acceptance)",argument,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L159.s6,159,sentence,term line,CH-1085,D-543,1250,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,guarantee; certify; reliable; accurate; legitimate; appropriate,"claim; decides / leaves open; faithful on the contract; faithful; admitted; ""why … on this restriction and not on a wider one""",,,"tests/S95 Scrub - vocabulary, as used.md","table row at file line 77 (section: Truth, fact and error)",question,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L159.s6,159,sentence,term line,CH-1131,D-590,1297,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,correct; genuine; objective; legitimate; guarantee; certify; reliable; accurate; appropriate,"l. 159 ""does not rule out that the restriction drops changes the question asked contains"" → ""leaves open whether the restriction drops changes the question asked contains"". l. 509 ""a historical extension does not rule out its absence"" → ""a historical extension leaves universality open"". The rest as proposed.",,,"tests/S95 Scrub - vocabulary, sceptic's rulings.md","section 2, row 40 (CHANGE), file line 64",inputs,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L159.s6,159,sentence,full,CH-0916,D-739,1446,S95,recommendation,applied,yes,anchored,repaired copy,sentence,scrubbed copy,159,Meeting the conditions of an account (Part V) on the restricted contract leaves open whether the restriction drops changes the question asked contains.,Meeting the conditions of an account (Part V) on the restricted contract leaves open why the claim is made on this restriction and not on a wider one.,Meeting the conditions of an account (Part V) on the restricted contract leaves open whether the restriction drops changes the question asked contains.,Meeting the conditions of an account (Part V) on the restricted contract leaves open why the claim is made on this restriction and not on a wider one.,results/S95 Does the semantics hold without verificationist words.md,"section 7, B10, R9 (l. 159)",question,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L159.s6,159,sentence,full,CH-0916,D-794,1501,S95,recommendation,applied,yes,anchored,repaired copy,sentence,scrubbed copy,159,Meeting the conditions of an account (Part V) on the restricted contract leaves open whether the restriction drops changes the question asked contains.,Meeting the conditions of an account (Part V) on the restricted contract leaves open why the claim is made on this restriction and not on a wider one.,Meeting the conditions of an account (Part V) on the restricted contract leaves open whether the restriction drops changes the question asked contains.,Meeting the conditions of an account (Part V) on the restricted contract leaves open why the claim is made on this restriction and not on a wider one.,"results/S95 Scrub - check of the opening note, the note of sources and departures, and Parts 0 to VIII.md","Repairs, R9 (l. 159)",question,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L159.s6,159,sentence,full,CH-0916,D-335,1583,S96,edit,applied,yes,anchored,repaired copy,sentence,scrubbed copy,159,Meeting the conditions of an account (Part V) on the restricted contract leaves open whether the restriction drops changes the question asked contains.,Meeting the conditions of an account (Part V) on the restricted contract leaves open why the claim is made on this restriction and not on a wider one.,Meeting the conditions of an account (Part V) on the restricted contract leaves open whether the restriction drops changes the question asked contains.,Meeting the conditions of an account (Part V) on the restricted contract leaves open why the claim is made on this restriction and not on a wider one.,tests/S96 Repair - scripts/replacements.json,entries[34]; line 159; group R; ref: B10 (R9),question,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L159.s7,159,sentence,full,CH-0500,C-127,750,S90,recommendation,not applied,no,anchored,none,sentence,"file 13 draft 2 (as sent), theory text (md5 9aecf2f30ce0b4523606b2b8409fdf37)",159,"Where the claim states the ground of its restriction, a verdict on the restriction is given with that ground; where it states none and a verdict turns on one, the ground is a missing declared input (Part XIV).","Where the claim states what makes its restriction appropriate (its ground), a verdict on the restriction is given with that; where it states none and a verdict turns on one, that ground is a missing declared input (Part XIV).","Where the claim states the ground of its restriction, a verdict on the restriction is given with that ground; where it states none and a verdict turns on one, the ground is a missing declared input (Part XIV).","Where the claim states what makes its restriction appropriate (its ground), a verdict on the restriction is given with that; where it states none and a verdict turns on one, that ground is a missing declared input (Part XIV).",results/S90 Cross-examination - revision 2 draft - returns/parts/s90_xexam_mimo_B1.response.txt,"s90_xexam_mimo_B1 point 4 (R10, W57.1 + W32(b).1), a gloss; not contested and not ruled: passed to the orchestrator (batch 2); carried forward after S90 (""The ground of its restriction"")",inputs,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L159.s7,159,sentence,full,CH-0650,D-69,967,S95,edit,applied,yes,anchored,scrubbed copy,span,draft 5,159,"Where the claim states the ground of its restriction, a verdict on the restriction is given with that ground; where it states none and a verdict turns on one, the ground is a missing declared input","Where the claim states why it restricts the contract as it does, an assessment of the restriction is given with that statement; where it states none and an assessment turns on one, that statement is a missing declared input","Where the claim states the ground of its restriction, a verdict on the restriction is given with that ground; where it states none and a verdict turns on one, the ground is a missing declared input (Part XIV).","Where the claim states why it restricts the contract as it does, an assessment of the restriction is given with that statement; where it states none and an assessment turns on one, that statement is a missing declared input (Part XIV).",tests/S95 Scrub - scripts/replacements.json,entries[68]; line 159; rewording; MISSED,question,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L159.s7,159,sentence,term line,CH-1058,D-516,1223,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,verdict,assessment,,,"tests/S95 Scrub - vocabulary, as used.md","table row at file line 35 (section: Status, arguments and acceptance)",ruling,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L159.s7,159,sentence,term line,CH-1131,D-590,1297,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,correct; genuine; objective; legitimate; guarantee; certify; reliable; accurate; appropriate,"l. 159 ""does not rule out that the restriction drops changes the question asked contains"" → ""leaves open whether the restriction drops changes the question asked contains"". l. 509 ""a historical extension does not rule out its absence"" → ""a historical extension leaves universality open"". The rest as proposed.",,,"tests/S95 Scrub - vocabulary, sceptic's rulings.md","section 2, row 40 (CHANGE), file line 64",inputs,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L159.s7,159,sentence,term line,CH-1144,D-603,1310,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,159,"""the ground of its restriction … that ground … the ground is a missing declared input""","""why it restricts the contract as it does … with that statement … the statement is a missing declared input""",,,"tests/S95 Scrub - vocabulary, sceptic's rulings.md","section 3 (3. Occurrences the proposal does not cover), row at file line 94",question,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L161.s4,161,sentence,full,CH-0917,D-755,1462,S95,recommendation,applied,no,anchored,repaired copy,sentence,scrubbed copy,161,What is prohibited is changing \(C\) or \(\mathcal Q\) during an assessment without recording that the claim has changed.,"An assessment is an event with a frozen contract (Part 0, grievance 10): a change to C or Q during it, left unrecorded, makes the record name a claim other than the one assessed.",What is prohibited is changing \(C\) or \(\mathcal Q\) during an assessment without recording that the claim has changed.,"An assessment is an event with a frozen contract (Part 0, grievance 10): a change to C or Q during it, left unrecorded, makes the record name a claim other than the one assessed.",results/S95 Does the semantics hold without verificationist words.md,"section 8, authority words, l. 161 (R4)",question,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L161.s4,161,sentence,full,CH-0917,D-783,1490,S95,recommendation,applied,yes,anchored,repaired copy,sentence,scrubbed copy,161,What is prohibited is changing \(C\) or \(\mathcal Q\) during an assessment without recording that the claim has changed.,"An assessment is an event with a frozen contract (Part 0, grievance 10): a change to \(C\) or \(\mathcal Q\) during it, left unrecorded, makes the record name a claim other than the one assessed.",What is prohibited is changing \(C\) or \(\mathcal Q\) during an assessment without recording that the claim has changed.,"An assessment is an event with a frozen contract (Part 0, grievance 10): a change to \(C\) or \(\mathcal Q\) during it, left unrecorded, makes the record name a claim other than the one assessed.","results/S95 Scrub - check of the opening note, the note of sources and departures, and Parts 0 to VIII.md","Repairs, R4 (l. 161)",question,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L161.s4,161,sentence,full,CH-0917,D-336,1584,S96,edit,applied,yes,anchored,repaired copy,sentence,scrubbed copy,161,What is prohibited is changing \(C\) or \(\mathcal Q\) during an assessment without recording that the claim has changed.,"An assessment is an event with a frozen contract (Part 0, grievance 10): a change to \(C\) or \(\mathcal Q\) during it, left unrecorded, makes the record name a claim other than the one assessed.",What is prohibited is changing \(C\) or \(\mathcal Q\) during an assessment without recording that the claim has changed.,"An assessment is an event with a frozen contract (Part 0, grievance 10): a change to \(C\) or \(\mathcal Q\) during it, left unrecorded, makes the record name a claim other than the one assessed.",tests/S96 Repair - scripts/replacements.json,entries[35]; line 161; group R; ref: R4,question,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L161.s5,161,sentence,full,CH-0167,A-292,292,S70 (log S71),recommendation,superseded,no,anchored,none,sentence,file 10,,,Supplying a meaning for a replacement query can create a coherent new question without answering the original query.,,Supplying a meaning for a replacement query can create a coherent new question without answering the original query.,results/S70 Near cases - return/06 Report addendum.md,"heading (11), table row 12 of 21 (line 172), mark WORDING",creativity,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L161.s5,161,sentence,full,CH-0262,B-88,409,S76,edit,applied,yes,anchored,file 11,sentence,file 10 (authority/10 Claude Fable Semantics - standalone theory.md),176,,Supplying a meaning for a replacement query can make a coherent new question; it does not answer the original one.,,Supplying a meaning for a replacement query can make a coherent new question; it does not answer the original one.,"authority/11 Claude Fable Semantics - standalone theory, revision 1.md","sentence diff, file 10 -> file 11: added at f11 L163 s5, after f10 L176 s4; S81 det 03 §1 place M18",creativity,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",L161.s5,161,sentence,full,CH-0374,B-224,545,S81,recommendation,applied,n/a,anchored,"revision 2 note draft (tests/Revision 2 - revision note, draft of 23 September.md), layer 2 of the record, row L2-08; record only, not in any theory text",sentence,"file 11 (authority/11 Claude Fable Semantics - standalone theory, revision 1.md)",163,Supplying a meaning for a replacement query can make a coherent new question; it does not answer the original one.,[no wording given] declare this place in the revision's record as a change of claim not declared by file 11's note,Supplying a meaning for a replacement query can make a coherent new question; it does not answer the original one.,,"results/S81 Results - file 11 against file 10, determined.md","S81 Results, Next step: 'a declaration of the 41 undeclared CLAIM places (and M7) in the second layer of the revision's record'; place M18 (determination 03 §1, row M18; file-11 locator 'L163, last sentence', file-10 'none; compare L168, L176, L268'); the file-11 sentences are edit records B-88",creativity,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",,,,block,CH-0110,A-119,119,R2 (log 25),recommendation,not applied,n/a,never applied,none,sentence,file 20 with R2 applied (file 20 not held); from log S69 read as amendments to file 10,,,Do not equate the admitted scope with the inadmissible counterfactual set.,,Do not equate the admitted scope with the inadmissible counterfactual set.,results/S62 Stage D and report - return/07 Quotations.md,"S62 Stage D and report - return/07 Quotations.md row R2-G-21 (table line 77); also S62 Stage D and report - return/01 Fix cards.md line 174; S62 Stage D and report - return/08 Report.md line 219; S72 Stage 1 testing - return/05 Quotations.md line 1068; S72 Stage 2 audit - return/03 Audit of the quotations.md line 1716,2394",question,no
G03,Questions,sec-L157-161,Part III — Questions,"Scope, and a question that can be in error",,,,block,CH-0110,A-203,224,"Stage B (logs 41, 55)",recommendation,not applied,n/a,never applied,none,span,file 20 with R2 applied (file 20 not held); from log S69 read as amendments to file 10,,,<u>the admitted scope</u>; <u>the inadmissible counterfactual set</u>,,Do not equate the admitted scope with the inadmissible counterfactual set.,"results/55 Stage B return - the other model's finished table, near cases and tighter pairs.md","Stage B table row 73 (file line 55), Amendment G, phrase cell",question,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s1,43,sentence,full,CH-0608,D-27,925,S95,edit,applied,yes,anchored,scrubbed copy,span,draft 5,43,"and there is no objectivity.""","and nothing is independent of the modeller.""","""Then everything is relative to a contract of admitted changes, and there is no objectivity.""**","""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""**",tests/S95 Scrub - scripts/replacements.json,entries[26]; line 43; swap; MISSED,question,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s1,43,sentence,term line,CH-1080,D-538,1245,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,43,objectivity; scope-honesty (l. 43),independent of the modeller; what the modeller chose to leave out lies in the stated scope,,,"tests/S95 Scrub - vocabulary, as used.md","table row at file line 72 (section: Truth, fact and error)",question,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s1,43,sentence,full,CH-0884,D-303,1551,S96,edit,applied,no,anchored,repaired copy,sentence,scrubbed copy,43,The physical theory fixes which changes are possible at all. A contract is a declared subset of those.,"A contract is a declared subset of the changes its target admits (Part II), which are changes in whatever the target is, a garden, a mathematical structure or a melody, and not only those anyone could carry out.",The physical theory fixes which changes are possible at all. A contract is a declared subset of those.,"A contract is a declared subset of the changes its target admits (Part II), which are changes in whatever the target is, a garden, a mathematical structure or a melody, and not only those anyone could carry out.",tests/S96 Repair - scripts/replacements.json,entries[2]; line 43; group P; ref: S25; supersedes S95 R7,question,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s1,43,sentence,full,CH-0999,D-891,1704,S96,recommendation,applied,yes,anchored,latest text,sentence,repaired copy,43,"A contract is a declared subset of the changes its target admits (Part II), which are changes in whatever the target is, a garden, a mathematical structure or a melody, and not only those anyone could carry out.","A contract is a stated subset of the changes its target admits (Part II), which are changes in whatever the target is, a garden, a mathematical structure or a melody, and not only those anyone could carry out.","A contract is a declared subset of the changes its target admits (Part II), which are changes in whatever the target is, a garden, a mathematical structure or a melody, and not only those anyone could carry out.","A contract is a stated subset of the changes its target admits (Part II), which are changes in whatever the target is, a garden, a mathematical structure or a melody, and not only those anyone could carry out.",results/S96 Cross-examination - repaired copy - returns/s96_xexam_mimo_1.response.txt,"finding 3, proposed wording (code block 5); ruling 'mimo 1 3' in results/S96 Reading of the replies.md, section 3",question,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s1,43,sentence,full,CH-0999,D-422,1781,S97,edit,applied,yes,anchored,latest text,span,repaired copy,43,A contract is a declared subset of the changes its target admits (Part II),A contract is a stated subset of the changes its target admits (Part II),"A contract is a declared subset of the changes its target admits (Part II), which are changes in whatever the target is, a garden, a mathematical structure or a melody, and not only those anyone could carry out.","A contract is a stated subset of the changes its target admits (Part II), which are changes in whatever the target is, a garden, a mathematical structure or a melody, and not only those anyone could carry out.",tests/S96 Repair - scripts/replacements_stage3.json,entries[15]; line 43; group X; ruling: mimo 1 3,question,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s2,43,sentence,full,CH-1203,D-769,1476,S95,recommendation,superseded,no,anchored,none,sentence,scrubbed copy,43,The physical theory fixes which changes are possible at all.,The adopted physical theory says which changes are possible at all.,The physical theory fixes which changes are possible at all.,The adopted physical theory says which changes are possible at all.,results/S95 Does the semantics hold without verificationist words.md,"section 8, borderline, l. 43 (R7), first sentence",physical,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s2,43,sentence,full,CH-1203,D-791,1498,S95,recommendation,superseded,no,anchored,none,sentence,scrubbed copy,43,The physical theory fixes which changes are possible at all.,The adopted physical theory says which changes are possible at all.,The physical theory fixes which changes are possible at all.,The adopted physical theory says which changes are possible at all.,"results/S95 Scrub - check of the opening note, the note of sources and departures, and Parts 0 to VIII.md","Repairs, R7 (l. 43), first sentence",physical,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s3,43,sentence,full,CH-0209,B-35,356,S76,edit,applied,yes,anchored,file 11,span,file 10 (authority/10 Claude Fable Semantics - standalone theory.md),41,and in the,and the,Objectivity lives in the physics and in the fidelity facts; scope-honesty lives in the record.,Objectivity lives in the physics and the fidelity facts; scope-honesty lives in the record.,"authority/11 Claude Fable Semantics - standalone theory, revision 1.md","sentence diff, file 10 -> file 11: changed f10 L41 s6 -> f11 L45 s8",form,yes
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s3,43,sentence,full,CH-0609,D-28,926,S95,edit,applied,yes,anchored,scrubbed copy,sentence,draft 5,43,Within any contract there is a fact of the matter about fidelity.,"Within any contract, whether a transport is faithful at a pair turns on the transport and the target, and no assessor appears in (E).",Within any contract there is a fact of the matter about fidelity.,"Within any contract, whether a transport is faithful at a pair turns on the transport and the target, and no assessor appears in (E).",tests/S95 Scrub - scripts/replacements.json,entries[27]; line 43; swap; TRUTH-OR-FOUNDATION,question,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s3,43,sentence,term line,CH-1079,D-537,1244,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,"fact, fact of the matter, fidelity fact(s)","turns on …; ""no assessor appears in (E)""; fidelity relation; fidelity",,,"tests/S95 Scrub - vocabulary, as used.md","table row at file line 71 (section: Truth, fact and error)",account,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s3,43,sentence,term line,CH-1130,D-589,1296,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,43,"fact; ""fact of the matter about fidelity""; ""fidelity fact"" → ""turns on the transport and the world alone""; ""… no assessor appears in (E)""; ""fidelity relation""","Add the missed l. 43 ""fidelity facts"" and ""objectivity"" (see section 3).",,,"tests/S95 Scrub - vocabulary, sceptic's rulings.md","section 2, row 39 (KEEP), file line 63",account,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s3,43,sentence,full,CH-1223,D-907,1720,S96,recommendation,declined,no,anchored,none,span,repaired copy,43,(E),(EX),,,results/S96 Cross-examination - repaired copy - returns/s96_xexam_mimo_1.response.txt,"finding 9 (c), second option (at L43, L49, L69), wording given inline; ruling 'mimo 1 9 (c)' in results/S96 Reading of the replies.md, section 3",account,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s4,43,sentence,full,CH-0001,A-1,1,file 20 (before log 25),edit,declined,no,anchored,file 20 (not held; set aside by decision S4),sentence,file 10,41,"The physical theory fixes which changes are possible at all. A contract is a declared subset of those. An account is scoped to its contract and says so. Within any contract there is a fact of the matter about fidelity. A contract that quietly excludes physically possible changes to protect an account is not caught by a rule about intentions; it is caught by the requirement that the exclusion be stated, and then by any criticism that supplies the excluded change. Objectivity lives in the physics and in the fidelity facts; scope-honesty lives in the record.","Two claims, two indices. ""Faithful on C"" is a fact within C. ""C is not protective"" is a fact about C against the physically admitted changes: a contract is protective for a candidate when some physically admitted change it excludes would alter the target's answer and not the candidate's, or the reverse. An objectivity claim is the conjunction, and the second conjunct is a condition in this semantics (Part V), not a hope about future criticism. A contract that quietly excludes such a change is caught by the requirement that exclusions be stated, and then by the adequacy condition, whether or not anyone supplies the change.","The physical theory fixes which changes are possible at all. A contract is a declared subset of those. An account is scoped to its contract and says so. Within any contract there is a fact of the matter about fidelity. A contract that quietly excludes physically possible changes to protect an account is not caught by a rule about intentions; it is caught by the requirement that the exclusion be stated, and then by any criticism that supplies the excluded change. Objectivity lives in the physics and in the fidelity facts; scope-honesty lives in the record.","Two claims, two indices. ""Faithful on C"" is a fact within C. ""C is not protective"" is a fact about C against the physically admitted changes: a contract is protective for a candidate when some physically admitted change it excludes would alter the target's answer and not the candidate's, or the reverse. An objectivity claim is the conjunction, and the second conjunct is a condition in this semantics (Part V), not a hope about future criticism. A contract that quietly excludes such a change is caught by the requirement that exclusions be stated, and then by the adequacy condition, whether or not anyone supplies the change.",results/S62 Stage D and report - return/07 Quotations.md,"Q01 (earlier) / Q02 (revised), earlier sentence 1-6, revised sentence 1-4",account,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s4,43,sentence,full,CH-0208,B-34,355,S76,edit,applied,yes,anchored,file 11,span,file 10 (authority/10 Claude Fable Semantics - standalone theory.md),41,"stated,","stated (non-vacuity, Part V),","A contract that quietly excludes physically possible changes to protect an account is not caught by a rule about intentions; it is caught by the requirement that the exclusion be stated, and then by any criticism that supplies the excluded change.","A contract that quietly excludes physically possible changes to protect an account is not caught by a rule about intentions; it is caught by the requirement that the exclusion be stated (non-vacuity, Part V), and then by any criticism that supplies the excluded change.","authority/11 Claude Fable Semantics - standalone theory, revision 1.md","sentence diff, file 10 -> file 11: changed f10 L41 s5 -> f11 L45 s7",account,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s4,43,sentence,full,CH-0885,D-304,1552,S96,edit,applied,yes,anchored,repaired copy,span,scrubbed copy,43,A contract that quietly excludes physically possible changes to protect an account,A contract that quietly excludes changes its target admits to protect an account,"A contract that quietly excludes physically possible changes to protect an account is not caught by a rule about intentions; it is caught by the requirement that the exclusion be stated (non-vacuity, Part V), and then by any criticism that supplies the excluded change.","A contract that quietly excludes changes its target admits to protect an account is not caught by a rule about intentions; it is caught by the requirement that the exclusion be stated (non-vacuity, Part V), and then by any criticism that supplies the excluded change.",tests/S96 Repair - scripts/replacements.json,entries[3]; line 43; group P; ref: S25,account,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s5,43,sentence,full,CH-0610,D-29,927,S95,edit,applied,no,anchored,scrubbed copy,sentence,draft 5,43,Objectivity lives in the physics and the fidelity facts; scope-honesty lives in the record.,"What is independent of the modeller lies in the physics and in fidelity; what the modeller chose to leave out lies in the stated scope, and so in the record.",Objectivity lives in the physics and the fidelity facts; scope-honesty lives in the record.,"What is independent of the modeller lies in the physics and in fidelity; what the modeller chose to leave out lies in the stated scope, and so in the record.",tests/S95 Scrub - scripts/replacements.json,entries[28]; line 43; rewording; MISSED,question,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s5,43,sentence,term line,CH-1080,D-538,1245,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,43,objectivity; scope-honesty (l. 43),independent of the modeller; what the modeller chose to leave out lies in the stated scope,,,"tests/S95 Scrub - vocabulary, as used.md","table row at file line 72 (section: Truth, fact and error)",question,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s5,43,sentence,full,CH-1204,D-770,1477,S95,recommendation,superseded,no,anchored,none,sentence,scrubbed copy,43,,"What is independent of the modeller lies in the world the adopted physics describes and in fidelity; what the modeller chose to leave out lies in the stated scope, and so in the record.",,,results/S95 Does the semantics hold without verificationist words.md,"section 8, borderline, l. 43 (R7), last sentence",question,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s5,43,sentence,full,CH-1204,D-792,1499,S95,recommendation,superseded,no,anchored,none,sentence,scrubbed copy,43,,"What is independent of the modeller lies in the world the adopted physics describes and in fidelity; what the modeller chose to leave out lies in the stated scope, and so in the record.",,,"results/S95 Scrub - check of the opening note, the note of sources and departures, and Parts 0 to VIII.md","Repairs, R7 (l. 43), last sentence",question,no
G03,Questions,sec-L43-43,Part 0 — Read this first,"Grievances, anticipated / 4. ""Then everything is relative to a contract of admitted changes, and nothing is independent of the modeller.""",L43.s5,43,sentence,full,CH-0886,D-305,1553,S96,edit,applied,yes,anchored,repaired copy,span,scrubbed copy,43,What is independent of the modeller lies in the physics and in fidelity;,What is independent of the modeller lies in the target and in fidelity;,"What is independent of the modeller lies in the physics and in fidelity; what the modeller chose to leave out lies in the stated scope, and so in the record.","What is independent of the modeller lies in the target and in fidelity; what the modeller chose to leave out lies in the stated scope, and so in the record.",tests/S96 Repair - scripts/replacements.json,entries[4]; line 43; group P; ref: S25; supersedes S95 R7,account,no
G03,Questions,sec-L55-55,Part 0 — Read this first,"Grievances, anticipated / 10. ""Freezing the question for assessment while letting questions change across episodes is having it both ways.""",L55.s1,55,sentence,full,CH-0228,B-54,375,S76,edit,applied,yes,anchored,file 11,span,file 10 (authority/10 Claude Fable Semantics - standalone theory.md),59,having it both ways,",","It is having it both ways deliberately, and the two ways are indexed so they cannot be confused.","It is, deliberately, and the two ways are indexed so they cannot be confused.","authority/11 Claude Fable Semantics - standalone theory, revision 1.md","sentence diff, file 10 -> file 11: changed f10 L59 s1 -> f11 L57 s3; S81 det 03 §1 place M11",question,no
G03,Questions,sec-L55-55,Part 0 — Read this first,"Grievances, anticipated / 10. ""Freezing the question for assessment while letting questions change across episodes is having it both ways.""",L55.s1,55,sentence,term line,CH-1126,D-661,1368,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"**primitive**, the two **primitives**, ""primitive 2"" (Θ and N)","**import**, the two **imports**, ""import 2""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.4, table row at file line 83; sceptic's row 31",inputs,no
